time,rssi,snr
1588831855.60349,-117,-8.8
1588707840.18214,-115,-9
1588714872.63986,-111,-15
1588759115.00414,-119,-10.5
1587231449.4631,-121,-15.5
1586127974.93893,-116,-16.2
1584481432.14529,-121,-16.2
1588815390.1521,-106,-9.2
1586974747.55737,-119,-16.8
1584725039.48345,-115,-14
1588783638.70242,-116,-10
1588623555.33797,-116,-14.5
1587297938.4586,-120,-16.2
1588746917.14425,-117,-9.8
1588691316.42984,-109,-16.8
1583427942.8801,-116,-16.8
1588583735.52416,-111,-10.8
1588735321.99679,-117,-10.2
1584868056.71283,-113,-15.8
1587980431.95203,-116,-17.2
1588797680.19852,-103,-12
1584521453.92059,-119,-18
1587360309.42004,-120,-17
1584413537.57422,-111,-15
1588729838.88125,-121,-16
1588715177.33104,-102,-16
1586111523.45086,-116,-15.5
1588678767.2256,-104,-11.5
1584753922.51889,-119,-17.5
1584891235.45861,-119,-17
1588713658.47457,-115,-10.5
1588844694.37762,-116,-13
1587393308.94684,-121,-15
1587503859.55502,-109,-18
1587227313.42264,-121,-16.5
1588770446.79972,-119,-14
1588760961.39646,-117,-10.8
1583375225.54784,-112,-15
1584490300.02275,-117,-17.8
1584763331.64449,-117,-15.5
1586220064.19956,-114,-19
1588626011.84013,-105,-13.5
1587537968.61467,-117,-16.5
1584739548.59485,-119,-16.5
1588723121.0767,-96,-10.5
1588770146.15475,-107,-10.5
1587481017.11919,-109,-17.5
1588841958.12382,-116,-11.8
1588777510.45226,-116,-16.2
1588715795.31325,-101,-10
1584642836.67519,-117,-17.5
1588798904.45431,-115,-8.5
1588595990.92112,-113,-9.8
1583347215.13858,-114,-15.2
1584814352.93977,-117,-17
1584693048.6345,-119,-17.8
1588765847.84818,-112,-12.2
1588790960.34911,-102,-11.5
1588749966.22389,-119,-12.8
1584765848.94793,-117,-16.8
1588663156.42706,-105,-12
1584840433.39403,-119,-15.8
1588729534.2106,-87,-9.8
1587568963.27377,-117,-16.5
1588708140.81526,-117,-13.2
1584680906.12877,-120,-15.5
1588791876.08406,-113,-12.5
1587982270.64893,-119,-17
1588730752.02502,-109,-13
1586426384.83026,-117,-16.5
1588827278.55051,-117,-8.2
1588754548.17686,-116,-11
1588701716.00518,-110,-13
1583379410.12284,-114,-17.2
1588756678.45691,-114,-12
1588766152.36042,-115,-11
1586633856.65876,-117,-15
1586641000.32026,-111,-13
1588793406.02228,-114,-9.2
1588103976.01568,-122,-16.5
1588713353.41983,-108,-16
1586738717.26102,-116,-16.8
1586402521.42927,-119,-15.5
1587615611.64029,-122,-15.5
1588779347.69666,-119,-14.8
1586794173.40883,-115,-17
1587384178.29066,-115,-16
1588681208.14568,-119,-12.2
1586751407.20044,-117,-15
1588822416.65171,-119,-14.8
1588760646.13489,-117,-11
1586892767.20404,-116,-16.8
1588639209.40453,-117,-12.2
1588658847.77322,-115,-10.5
1588771685.60383,-117,-11.2
1588752714.0294,-94,-12.5
1588030093.52805,-123,-16.2
1586765901.93298,-106,-16.5
1587266549.99829,-121,-16
1588723734.53335,-117,-10.8
1586626251.11217,-119,-18
1588836431.65345,-110,-8.5
1588640443.92709,-116,-12.5
1588676927.63757,-119,-14.5
1586106889.93561,-119,-16
1588598448.01071,-107,-14
1588652723.17803,-114,-14.8
1588704479.18575,-108,-10.2
1588606713.22669,-104,-10.8
1586861995.95358,-121,-16
1584824340.50894,-119,-14.8
1584400362.31016,-119,-17.5
1588760036.54807,-110,-14.5
1588648120.62036,-119,-11.5
1586675123.24902,-119,-17.2
1586711853.63448,-107,-17
1588721892.07916,-106,-12.5
1588599983.33533,-112,-14
1588674788.94225,-116,-13.8
1588773825.35846,-109,-13.8
1583335896.6317,-116,-16.5
1588780882.61813,-113,-13.5
1584872411.33715,-121,-14.8
1588742340.50906,-114,-14
1587399503.15263,-120,-15.2
1584765226.32249,-116,-16
1586560836.80422,-119,-16
1588778435.07461,-110,-12.2
1588774748.35199,-114,-9.5
1588826670.4305,-117,-10.2
1584691417.22099,-121,-16.8
1587566481.95908,-111,-17.5
1583340391.51689,-111,-14.2
1588643195.18153,-115,-11.8
1588833071.82587,-108,-9.2
1588805307.3152,-120,-14.8
1586494189.02833,-117,-17.5
1588020806.51056,-111,-17
1584423306.37026,-113,-15
1588628153.78403,-117,-14
1587611199.69715,-117,-16.5
1584653274.70257,-117,-17.2
1587362795.50847,-120,-17
1584124583.91585,-121,-16.8
1587236547.3604,-119,-16.5
1583421477.12213,-116,-17.2
1588656696.82675,-120,-16.8
1586742397.91391,-117,-16.5
1587976105.23598,-119,-17.2
1587337506.1761,-103,-15.5
1584863706.51754,-108,-17.2
1588736240.54682,-106,-9.2
1583411301.59952,-119,-14.2
1586256990.34618,-110,-15.8
1588576353.74484,-117,-13.2
1588640748.98749,-117,-13
1588834298.40383,-116,-11
1588726783.93795,-119,-13
1587981177.04901,-116,-18.2
1586987795.19775,-113,-16.2
1587412605.803,-121,-16
1586725514.19268,-117,-16
1586254493.74774,-119,-17.2
1588781187.13544,-110,-11
1587478859.75479,-108,-16.8
1588001878.72244,-115,-16.8
1583424257.88294,-93,-15
1586234666.47439,-119,-15.8
1584845344.16002,-116,-17
1588795239.21011,-114,-9
1588722821.38802,-111,-12.2
1588738989.35879,-117,-11
1584630409.13626,-117,-18.8
1588654548.97655,-112,-15.2
1588817215.90017,-120,-16
1588764934.71686,-111,-11.5
1588794326.06942,-103,-11.5
1588784851.03727,-116,-10.5
1588690702.94322,-114,-13.5
1588753636.50754,-110,-9.2
