time,rssi,snr
1588648693.56607,-78,9.8
1588649461.47471,-85,-8.5
1588650229.74102,-79,8.5
1588650997.64475,-91,8.8
1588652207.27093,-119,-18.8
1588653229.95255,-85,7.2
1588654047.92006,-83,10.8
1588654865.8841,-87,9.5
1588655683.85134,-86,-2.5
1588656011.0391,-91,7.5
1588656672.43634,-90,-14
1588657163.21586,-80,6.2
1588657981.18331,-80,6.5
1588658799.15111,-79,8.8
1588659617.11932,-85,8.2
1588660442.11114,-78,9
1588661260.07811,-83,6.5
1588662078.04622,-79,7.2
1588662896.01554,-83,8.5
1588663713.98246,-80,9.5
1588664538.97598,-80,7.8
1588665356.94302,-79,8.2
1588666174.91007,-89,7.8
1588666992.87784,-80,6.5
1588667817.87429,-77,8.8
1588668635.84301,-78,7.8
1588669453.81089,-85,4.8
1588670271.77893,-80,3.5
1588671089.74644,-78,10.2
1588671914.74732,-79,8.5
1588672732.71465,-79,7.8
1588673550.68199,-80,7.2
1588674368.64934,-80,7
1588675186.61857,-80,8.5
1588676011.61021,-79,9
1588676829.57886,-83,8
1588677647.54673,-80,8.5
1588678465.51337,-80,9
1588679290.50997,-80,8.8
1588680108.47801,-80,8.2
1588680926.44515,-80,8.8
1588681744.40865,-83,9
1588682562.37634,-80,6.2
1588683387.3703,-80,8.8
1588684205.33758,-80,10
1588685023.30532,-80,6
1588685841.27326,-79,9
1588686666.27248,-81,6
1588717621.66045,-84,7.5
1588719257.59698,-92,7.5
1588720893.53266,-87,6.8
1588722536.49254,-97,8.8
1588724172.42861,-93,7
1588725815.39046,-75,7
1588727451.32623,-85,8.8
1588729094.30389,-87,9.8
1588730730.23876,-80,8.8
1588732366.17562,-78,8.8
1588734009.16121,-87,9
1588735801.59947,-80,6.2
1588737438.1458,-81,9.2
1588739074.08179,-91,8.2
1588740711.97701,-78,7.8
1588742328.22565,-80,9
1588743864.28413,-91,5.2
1588745402.0253,-91,10
1588746938.09886,-77,4.2
1588748474.28672,-87,6.5
1588750010.10111,-81,7.2
1588751546.27769,-83,2.2
1588753082.57214,-83,7.5
1588754618.76844,-83,7.5
1588756154.93605,-82,10
1588757691.11167,-79,1.2
1588759233.93698,-82,8.2
1588760769.75315,-82,7.2
1588762305.811,-82,8.2
1588763842.00066,-82,7
1588765378.17197,-83,9.5
1588766914.45983,-78,3
1588768450.63286,-83,7.2
1588769986.44783,-84,6.8
1588771612.3722,-73,-2
1588774127.8374,-119,-10.8
1588803891.9396,-85,-2.8
1588805684.38257,-85,0
1588807320.93095,-84,7.5
1588808956.86766,-83,8.2
1588810592.80419,-83,9.2
1588812230.6974,-81,9
1588813866.63396,-83,8.5
1588815509.6106,-87,9.5
1588817145.5469,-89,10
1588818788.52025,-84,8.2
1588820424.4563,-91,10.2
1588822060.39177,-84,8.8
1588823703.36579,-85,9.8
1588825339.30116,-85,-14.5
1588826982.26996,-91,8.5
1588828618.20559,-80,8.2
1588830261.18052,-79,7
1588831897.11491,-87,9
1588844744.87597,-79,11.2
1588846280.92185,-83,9.8
1588854414.49578,-77,10.2
1588855950.67554,-77,10.5
1588857486.86096,-85,7
1588859023.0363,-97,9.8
1588860565.85841,-85,11
1588862101.89,-87,7.2
1588863637.7024,-85,11.8
1588865173.89237,-79,8.2
1588866710.07317,-84,10.8
1588868246.37525,-82,10.5
1588869782.55032,-81,7.5
1588871318.72002,-87,10.2
1588872854.53441,-79,8
1588874397.72943,-78,8.5
1588875933.54338,-79,11.5
1588877469.58366,-79,11
